,Restaurant,Postal code,Pizza,Sushi,Fisk og skaldyr,Thai,Café,Italiensk,Indisk,Mexikansk,Steakhouse
399,LETZ SUSHI NORDHAVN, 2150 ,False,True,False,False,False,False,False,False,False
400,Cavallino Pizzeria, 2500 ,False,False,False,False,False,True,False,False,False
401,Tapas Amor, ,False,False,False,False,False,False,False,False,False
402,Centrum Smorrebrod, ,False,False,False,False,False,False,False,False,False
403,Dong Yuan, 1057 ,False,False,False,False,False,False,False,False,False
404,Snapstinget, 1218 ,False,False,False,False,False,False,False,False,False
405,La Piazza, ,False,False,False,False,False,False,False,False,False
406,O's American Breakfast & Barbeque, 2100 ,False,False,False,False,True,False,False,False,False
407,Danhostel Copenhagen City, 1553 ,False,False,False,False,False,False,False,False,False
408,Restaurant von Plessen, 1260 ,False,False,False,False,False,False,False,False,False
409,Cock’s & Cows Tivoli, 1630 ,False,False,False,False,False,False,False,False,False
410,BobbaBella, ,False,False,False,False,False,False,False,False,False
411,Den gyldne Okse, 2720 ,False,False,False,False,False,False,False,False,False
412,LETZ SUSHI VESTERBRO, 1619 ,False,True,True,False,False,False,False,False,False
413,Curry Nation, 2200 ,False,False,False,True,False,False,True,False,False
414,LêLê Street Kitchen // Østerbro, 2100 ,False,False,False,False,False,False,False,False,False
415,Kul, 1712 ,False,False,False,False,False,False,False,False,False
416,Cafe Det Elektriske Hjoerne, 1110 ,False,False,False,False,True,False,False,False,False
417,Vivah, 2300 ,False,False,False,False,False,False,True,False,False
418,Yoburger, 2100 ,False,False,False,False,False,False,False,False,False
419,Karma Sushi Kødbyen, 1714 ,False,True,False,False,False,False,False,False,False
420,Lauras Bakery Vaernedamsvej, 1619 ,False,False,False,False,False,False,False,False,False
421,Nordlys Cafe og Spisehus, 2100 ,False,False,False,False,False,False,False,False,False
422,JAGGER Fast Food, 2300 ,False,False,False,False,False,False,False,False,False
423,Kiin Kiin Tok Tok, 1620 ,False,False,False,False,False,False,False,False,False
424,Brasserie Murdoch's Books & Ale, ,False,False,False,False,False,False,False,False,False
425,Gefahrlich, 2200 ,False,False,False,False,False,False,False,False,False
426,Pincho Nation, 1171 ,False,False,False,False,False,False,False,False,False
427,Chopstix, 1172 ,False,False,False,False,False,False,False,False,False
428,Jagger Fast Food, ,False,False,False,False,False,False,False,False,False
429,Restaurant Ny Zi Yang, 2820 ,False,True,False,False,False,False,False,False,False
430,Selina Pizza, 1057 ,True,False,False,False,False,False,False,False,False
431,The Garden Cafe, 1350 ,False,False,False,False,False,False,False,False,False
432,Iki Sushi Gammel Kongevej, 1610 ,False,False,False,False,False,False,False,False,False
433,Traktorstedet Rosenborg Slot, 1350 ,False,False,False,False,True,False,False,False,False
434,Como Trattoria, 1159 ,False,False,False,False,False,True,False,False,False
435,Restaurant Hong Cheng, 2100 ,False,False,False,False,False,False,False,False,False
436,Nyhavnscafeen, 1051 ,False,False,False,False,False,False,False,False,False
437,Sakaki Sushi, 2300 ,False,True,False,False,False,False,False,False,False
438,Sunset Boulevard, ,False,False,False,False,False,False,False,False,False
439,Sebastopol, 2200 ,False,False,False,False,True,False,False,False,False
440,Shahi Restaurant, 1159 ,False,False,False,False,False,False,True,False,False
441,Restaurant Panorama, 1560 ,False,False,False,False,False,True,False,False,False
442,Sushi Best, ,False,False,False,False,False,False,False,False,False
443,China Palace Restaurant, 1606 ,False,False,False,False,False,False,False,False,False
444,Pizzeria Spigad'oro Italiano Due, 1208 ,True,False,False,False,False,True,False,False,False
445,B9 Vinbar, 2200 ,False,False,False,False,False,False,False,False,False
446,Espresso House, 1150 ,False,False,False,False,True,False,False,False,False
447,Restaurant Lynetten, 1432 ,False,False,False,False,False,False,False,False,False
448,OL OG Grill, 1051 ,False,False,False,False,False,False,False,False,False
449,Il Gabbiano, 2100 ,True,False,False,False,False,True,False,False,False
450,XO Burgers and Steaks, ,False,False,False,False,False,False,False,False,True
451,Trattoria Italiana, 1154 ,True,False,False,False,False,True,False,False,False
452,Brasserie du Nord, 1095 ,False,False,False,False,False,False,False,False,False
453,Kiin Kiin To Go, 2300 ,False,False,False,False,False,False,False,False,False
454,Condesa Bar & Spiseri, 1061 ,False,False,False,False,False,False,False,False,False
455,Karma Sushi - Trianglen, 2100 ,False,True,False,False,False,False,False,False,False
456,The Market Italian, 1105 ,False,False,False,False,False,True,False,False,False
457,No. 4 Ny Nordisk Tapas & Vinbar, 2200 ,False,False,False,False,False,False,False,False,False
458,Café Mambo, 1552 ,False,False,False,False,False,False,False,False,False
459,Nyhavns Hereford House, 1051 ,False,False,False,False,False,False,False,False,False
460,LêLê Street Kitchen // Fisketorvet, 1560 ,False,False,False,False,False,False,False,False,False
461,Kösem, 2200 ,False,False,False,False,False,False,False,False,False
462,Magasasa, 2300 ,False,False,False,False,False,False,False,False,False
463,Sanchez, 1650 ,False,False,False,False,False,False,False,False,False
464,Café Trold, 1620 ,False,False,False,False,True,False,False,False,False
465,Meyers Deli, 1050 ,False,False,False,False,True,False,False,False,False
466,Senza Nome - Italiansk Restaurant, 1650 ,False,False,False,False,False,True,False,False,False
467,Flyvergrillen, 2790 ,False,False,False,False,False,False,False,False,False
468,Cafe No 11, 1250 ,False,False,False,False,True,False,False,False,False
469,PS Bar & Grill, 1112 ,False,False,False,False,False,False,False,False,False
470,Cafe Castro, 2200 ,False,False,False,False,True,False,False,False,False
471,Gorm's Amagerbrogade, 2300 ,True,False,False,False,False,True,False,False,False
472,Barabbas, 1264 ,False,False,False,False,False,True,False,False,False
473,Beyti, 2200 ,False,False,False,False,False,False,False,False,False
474,Noodle House, 1654 ,False,False,False,False,False,False,False,False,False
475,Mama Ludbas, 1691 ,False,False,False,False,False,True,False,False,False
476,Ocean Club Restaurant, 2100 ,False,False,False,False,False,False,False,False,False
477,Sofienholmcafe, 2800 ,False,False,False,False,True,False,False,False,False
478,Viften, ,False,False,False,False,False,False,False,False,False
479,Palace Hotel Restaurant, 1550 ,False,False,False,False,False,False,False,False,False
480,Kashmir Indisk Restaurant, 2100 ,False,False,False,False,False,False,True,False,False
481,Madklubben Østerbro, 2100 ,False,False,False,False,False,False,False,False,False
482,Thai restaurant, 1453 ,False,False,False,True,False,False,False,False,False
483,Kost & Mask, 1438 ,False,False,False,False,False,False,False,False,False
484,Søcafeen, 1630 ,False,False,False,False,False,False,False,False,False
485,Bar Jacobsen, 1001 ,False,False,False,False,False,False,False,False,False
486,Chicks by Chicks, 1620 ,False,False,False,False,False,False,False,False,False
487,Cafe 8Tallet, 2300 ,False,False,False,False,True,False,False,False,False
488,Halvandet, 1432 ,False,False,False,False,False,False,False,False,False
489,Le Poêlon D'or, 1453 ,False,False,False,False,False,False,False,False,False
490,The South Indian Fields, 2300 ,False,False,False,False,False,False,True,False,False
491,Kardemomme, 2900 ,False,False,False,False,False,False,True,False,False
492,Spise\Bar Nr. 20, 2200 ,False,False,False,False,False,False,False,False,False
493,Bryggeri Skovlyst, 3500 ,False,False,False,False,False,False,False,False,False
494,Le Basilic, 1656 ,False,False,False,False,False,False,False,False,False
495,Fish 'n' chips tivoli, ,False,False,True,False,False,False,False,False,False
496,Dalle Valle Fields, 2300 ,False,False,False,False,False,False,False,False,False
497,Restaurant G, 1760 ,False,False,False,False,False,False,False,False,False
498,Liberty Burgers & Grill, 1560 ,False,False,False,False,False,False,False,False,False
499,Osterbros Originale Burgerrestaurant, 1650 ,False,False,False,False,False,False,False,False,False
500,Nyhavn 17, 1051 ,False,False,False,False,False,False,False,False,False
501,Gorm's Fields, 2300 ,True,False,False,False,False,True,False,False,False
502,Nagoya, 1307 ,False,True,True,False,False,False,False,False,False
503,Nakorn Thai, 1264 ,False,False,False,True,False,False,False,False,False
504,King Ya Running Sushi & Wok, 2300 ,False,True,False,False,False,False,False,False,False
505,Bryggeriet Apollo, 1620 ,False,False,False,False,False,False,False,False,True
506,Restaurant Flammen København Nyropsgade, 1602 ,False,False,False,False,False,False,False,False,False
507,Cock's & Cows Ravnsborggade, 2200 ,False,False,False,False,False,False,False,False,False
508,"Vapiano Frederiksborggade, København", ,True,False,False,False,False,True,False,False,False
509,Hereford Village, 1459 ,False,False,False,False,False,False,False,False,True
510,Cafe cyprus, ,False,False,False,False,False,False,False,False,False
511,Cafe Hoppes, 1201 ,False,False,False,False,False,False,False,False,False
512,Restaurant Fyrtøjet, 1051 ,False,False,False,False,False,False,False,False,False
513,Mirabelle, 2200 ,False,False,False,False,False,False,False,False,False
514,Bistro Kivi, 1652 ,False,False,False,False,False,False,False,False,False
515,Leonore Christine, 1051 ,False,False,True,False,False,False,False,False,False
516,Wok On, 1200 ,False,False,False,False,False,False,False,False,False
517,La Vecchia Italia, 1620 ,True,False,False,False,False,True,False,False,False
518,"Magasasa, Dim Sum & Cocktails", 1711 ,False,False,False,False,False,False,False,False,False
519,Ristorante Fabios Paparazzi, 1107 ,False,False,False,False,False,True,False,False,False
520,Gran Torino Pizza, 2200 ,True,False,False,False,False,True,False,False,False
521,Cafe Bjorg's, 1552 ,False,False,False,False,True,False,False,False,False
522,Shakedown, 2000 ,False,False,False,False,False,False,False,False,False
523,Cafe Zalt, 1208 ,False,False,False,False,False,False,False,False,False
524,Spicey Kitchen, ,False,False,False,False,False,False,True,False,False
525,Bazaar, 1302 ,False,False,False,False,False,False,False,False,False
526,Salt & Pepper, 2300 ,False,False,False,False,False,False,False,False,False
527,Meyer's Deli, ,False,False,False,False,True,False,False,False,False
528,Milano Restaurant & Pizzaria, ,True,False,False,False,False,True,False,False,False
529,The Scottish Pub, 1550 ,False,False,False,False,False,False,False,False,False
530,L'Anfora, 1123 ,True,False,False,False,False,True,False,False,False
531,Café Alma, 2300 ,False,False,False,False,True,False,False,False,False
532,Greasy Spoon, 1455 ,False,False,False,False,False,False,False,False,False
533,Bombay, 1462 ,False,False,False,False,False,False,True,False,False
534,Restaurant Porn-Sak, 1700 ,False,False,False,True,False,False,False,False,False
535,Pixie, ,False,False,False,False,True,False,False,False,False
536,Barbar Bar, 1620 ,False,False,False,False,True,False,False,False,False
537,Boulebar Nørregade, 1165 ,False,False,False,False,False,False,False,False,False
538,Svane Pub, 2100 ,False,False,False,False,False,False,False,False,False
539,Streckers, 1620 ,False,False,False,False,False,False,False,False,False
540,Restaurant BARK, 2300 ,False,False,False,False,False,False,False,False,False
541,Restaurant Els, 1255 ,False,False,False,False,False,False,False,False,False
542,Cafe Stella, 1208 ,False,False,False,False,True,False,False,False,False
543,Restaurant Kul, 1712 ,False,False,False,False,False,False,False,False,False
544,Cafe Taxa, 2200 ,False,False,False,False,True,False,False,False,False
545,Magasasa street kitchen, 1650 ,False,False,False,False,False,False,False,False,False
546,Tivoli Biergarten, 1577 ,False,False,False,False,False,False,False,False,False
547,Café og Restaurant Ofelia, 1250 ,False,False,False,False,False,False,False,False,False
548,Grand Vue, ,False,False,False,False,False,False,False,False,False
549,Tribeca NV, 2200 ,True,False,False,False,False,True,False,False,False
550,cafe viggo, ,False,False,False,False,True,False,False,False,False
551,Cafe Wanna'B, 1208 ,False,False,False,False,True,False,False,False,False
552,Wokshop Cantina Take Away, 1104 ,False,False,False,True,False,False,False,False,False
553,El Tapeo, 1173 ,False,False,False,False,False,False,False,False,False
554,A Hereford Beefstouw København, 1124 ,False,False,False,False,False,False,False,False,True
555,Restaurant Klubben, ,False,False,False,False,False,False,False,False,False
556,Restaurant Sundby Sejlforening, ,False,False,False,False,False,False,False,False,False
557,TGI Fridays, 1200 ,False,False,False,False,False,False,False,False,False
558,Cafe 22, 2200 ,False,False,False,False,True,False,False,False,False
559,Kiin Kiin Bao Bao, 1620 ,False,False,False,False,False,False,False,False,False
560,Café Espersen, 2791 ,False,False,False,False,True,False,False,False,False
561,The Ricemarket, 1128 ,False,False,False,True,False,False,False,False,False
562,Faergekroen Bryghus, ,False,False,False,False,False,False,False,False,False
563,Cafe Oven Vande, 1415 ,False,False,False,False,True,False,False,False,False
564,Café Dalle Valle, 1561 ,False,False,False,False,True,False,False,False,False
565,Restaurant Ankara, 1172 ,False,False,False,False,False,False,False,False,False
