God pris,Mad,Restaurant,Service,Stemning,Location,Number of reviews,Price class,Main rating,Ranking on list,Price range,Type of food,Address,Type of food link
40,35,Restaurant Sahara,35,,"55.70858,12.54901",11,--$,"3,5",1651,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Vingelodden 1a, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>"
,,Pizza Palads,,,"55.68183,12.55437",2,---,"5,0",1629,NaN,Pizza,"Rosenorns Alle 36, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a></div>"
,,Thai Gourmet Takeaway,,,"55.68153,12.51771",7,---,"3,5",124,NaN,Thai,"Finsensvej 20, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-c39-Frederiksberg_Copenhagen_Zealand.html"">Thai</a></div>"
,,Rebel Food,,,"55.66897,12.55816",2,------,"4,5",1641,NaN,Bar,"Halmtorvet, København 1700 Danmark","<div class=""header_links"">Bar, <a href=""/Restaurants-g189541-c22-Copenhagen_Zealand.html"">International</a>, Pub, <a href=""/Restaurants-g189541-c10686-Copenhagen_Zealand.html"">Gademad</a></div>"
,,La Mensa Di Benito,,,"55.66679,12.54878",3,,"4,0",1652,NaN,NaN,"Dybbølsgade 57, København 1721 Danmark",NaN
,,Vingaarden - Enoteca E Pizzeria,,,"55.67842,12.582419",3,--$$-$$$---,"4,0",1624,148,Italiensk,"Vingaardstraede 21, København 1070 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a></div>"
40,40,Gastronomia Italiana,35,,"55.68138,12.54938",13,------,"3,5",1661,NaN,Italiensk,"H.C. Ørsteds Vej 48 B, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a></div>"
,,Unica,,,"55.66833,12.55685",2,,"5,0",1656,NaN,NaN,"Halmtorvet 27, København 1700 Danmark",NaN
,,Café Kongedybet,,,"55.66333,12.597521",15,---,"3,5",1679,NaN,Dansk,"Kongedybet 28, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
,,Galaxe Pizza Bar,,,"55.68549,12.56644",5,,"4,0",1681,NaN,NaN,"Frederiksborggade 37, København 1360 Danmark",NaN
,,Dark Waiter,,,"55.68604,12.53966",3,,"4,0",129,NaN,NaN,"Falkoner Alle 96, Frederiksberg, København 2000 Danmark",NaN
30,30,M.G. Petersens Familiehave,30,35,"55.67149,12.53114",136,--$$-$$$,"3,0",130,296,Dansk,"Pile Alle 16 Bus stop De Små Haver / Pile Allé 16, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Dansk</div>"
,,Efess Pizza Bar,,,"55.68638,12.55029",3,,"4,0",1658,NaN,NaN,"Rantzausgade 26, København 2200 Danmark",NaN
,,Harbo Bar,,,"55.68765,12.55946",5,--$$-$$$,"4,0",1667,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Blaagaardsgade 2D, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
,,Restaurant Element,,,"55.64348,12.54486",6,,"3,5",1677,NaN,NaN,"Molestien 11, København 2450 Danmark",NaN
30,30,La Liberta,30,,"55.68391,12.5046",10,--$$-$$$------,"3,5",127,201,Café,"Marguerite Vibys Plads 1, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c26-Frederiksberg_Copenhagen_Zealand.html"">Italiensk</a>, Ølpub, <a href=""/Restaurants-g806262-c8-Frederiksberg_Copenhagen_Zealand.html"">Café</a></div>"
,,No. 31 - Wine &amp; Food,,,"55.685127,12.567826",9,--$$-$$$---,"3,5",1682,248,Bar,"Frederiksborggade 31, København 1360 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, Bar, Pub</div>"
,,Chicks by Chicks,,,"55.67288,12.55895",10,--$$-$$$---,"3,5",1673,NaN,Dansk,"Vesterbrogade 3 Tivoli Food Hall, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
,,Yan Yan Restaurant,,,"55.68214,12.569",3,---,"4,5",1655,NaN,Kinesisk,"Linnesgade 14, St., Th, København 1361 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c11-Copenhagen_Zealand.html"">Kinesisk</a></div>"
35,35,Cafe Phenix,35,35,"55.67569,12.532722",101,--$$-$$$---------,"3,0",126,NaN,Café,"Allegade 8, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c8-Frederiksberg_Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g806262-c18-Frederiksberg_Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g806262-zfz10665-Frederiksberg_Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
,,THAIAWAY,,,"55.69667,12.53558",9,--$$-$$$---,"3,5",125,101,Thai,"Aeroegade, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c39-Frederiksberg_Copenhagen_Zealand.html"">Thai</a></div>"
,,Smeralda Copenhagen,,,"55.696842,12.551222",8,---,"4,5",1663,NaN,Italiensk,"Jagtvej 119, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a></div>"
,,Fala Fala,,,"55.6795,12.59776",4,,"4,0",1678,NaN,NaN,"Trangravsvej 14, København 1436 Danmark",NaN
,,Brazaria,,,"55.684048,12.569465",4,---,"4,0",1674,NaN,Gademad,"Torvehallerne, København Danmark","<div class=""header_links"">Grill, <a href=""/Restaurants-g189541-c10686-Copenhagen_Zealand.html"">Gademad</a></div>"
,,YOmmi Frozen Yogurt,,,"55.68231,12.57368",3,,"4,0",1675,NaN,NaN,"Kultorvet 9, København 1175 Danmark",NaN
,,Ninja Tapas,,,"55.65643,12.6093",4,------,"4,5",1654,NaN,Japansk,"Amagerbrogade, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a></div>"
,,Café A,,,"55.66579,12.59776",10,--$$-$$$---,"3,5",1666,NaN,Café,"Amager Centret, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a></div>"
,,Ristorante La Porchetta,,,"55.66688,12.54984",4,--$$-$$$---,"4,0",1660,349,Italiensk,"Dybboelsgade 52, København 1721 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a></div>"
,,The Pizza Bro,,,"55.6665,12.58053",5,---,"3,5",1680,NaN,Italiensk,"Njalsgade 19D, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a></div>"
,,Cafe Stærkodder,,,"55.6737,12.592145",4,,"4,0",1657,NaN,"<div class=""header_links"">Pub</div>","Overgaden Neden Vandet 43, København 1414 Danmark","<div class=""header_links"">Pub</div>"
,,Pizzeria Villanova,,,"55.67507,12.54693",3,---,"4,5",128,NaN,Pizza,"2000 Gammel Kongevej 101, Frederiksberg, København Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-c31-Frederiksberg_Copenhagen_Zealand.html"">Pizza</a></div>"
,,MyPoké Nørrebro,,,"55.69002,12.55845",5,--$$-$$$------,"3,5",1659,121,Hawaiiansk,"Birkegade 2, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c10679-Copenhagen_Zealand.html"">Sund</a>, <a href=""/Restaurants-g189541-c10772-Copenhagen_Zealand.html"">Hawaiiansk</a></div>"
,,Den Franske Bogcafe,,,"55.68058,12.57314",4,--$$-$$$,"4,0",1665,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Fiolstraede 16, København 1171 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
,,Sauvage,,,"55.67649,12.5763",5,,"3,5",1676,NaN,NaN,"Nybrogade 14, København 1203 Danmark",NaN
,,Burgers King,,,"55.67502,12.580593",5,---,"3,5",1669,NaN,Fastfood,"Hmshost Cph Airport, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a></div>"
30,35,Nibon Ya,30,,"55.673317,12.560267",74,--$---------,"3,0",1653,NaN,Asiatisk,"Vesterbrogade 15, København 1620 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
,,Fisk &amp; Faerdigt,,,"55.68041,12.54844",3,,"4,0",132,NaN,NaN,"H.C. Oersteds Vej 37, Frederiksberg, København 1879 Danmark",NaN
35,35,Wokbaren Spicylicious,40,,"55.68438,12.5252",12,--$$-$$$,"3,5",131,NaN,"<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Nordre Fasanvej 52, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
,,Dam Good Goodies,,,"55.69079,12.56479",1,--$$-$$$---------,"5,0",1697,302,Europæisk,"Ryesgade 7, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c20-Copenhagen_Zealand.html"">Fransk</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-c36-Copenhagen_Zealand.html"">Spansk</a></div>"
,,Vinbodegaen Frederiksberg,,,"55.679214,12.525812",1,--$$-$$$,"5,0",133,188,Vinstue,"Smallegade 39, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Vinstue</div>"
,,Kiin Kiin 71 omakase,,,"55.679256,12.593479",1,---,"5,0",1702,NaN,Asiatisk,"Nyhavn 71, København 1051 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
,,Baggard 27,,,"55.67538,12.5728",1,--$$-$$$---,"5,0",1707,302,Grill,"Løngangstræde 27 First Hotel Twentyseven, København 1468 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c6-Copenhagen_Zealand.html"">Grillmad</a></div>"
,,Asap Food,,,"55.66632,12.53934",2,,"5,0",1688,NaN,NaN,"Vesterfaelled Vej 61, København Danmark",NaN
,,LeLe Street Kitchen,,,"55.66022,12.63293",1,,"5,0",1711,NaN,NaN,"Amager Strandvej 112, København 2300 Danmark",NaN
,,Wai Mai,,,"55.652164,12.534903",2,---,"5,0",1502,NaN,Asiatisk,"P. Knudsens Gade 29, København 2450 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
,,Katsura Sushi,,,"55.69435,12.50979",1,,"5,0",1695,NaN,NaN,"Sallingvej 3, København 2720 Danmark",NaN
,,Woodomi,,,"55.68176,12.58458",1,,"5,0",1700,NaN,NaN,"Gothersgade 8 Boltens Food Court, København 1264 Danmark",NaN
,,Vores Marked,,,"55.6866,12.53354",1,------,"5,0",135,NaN,Delikatesseforretning,"Godthaabsvej 32, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-c20-Frederiksberg_Copenhagen_Zealand.html"">Fransk</a>, <a href=""/Restaurants-g806262-c13-Frederiksberg_Copenhagen_Zealand.html"">Delikatesseforretning</a></div>"
,,Garbanzo,,,"55.68106,12.58041",1,---,"5,0",1693,NaN,Middelhavsområdet,"Kld Svaertegade 3, København 1118 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a></div>"
,,Cafe Badklubben,,,"55.67502,12.59418",1,--$$-$$$---,"5,0",1692,121,Dansk,"Wilders Plads 11b, København 1403 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
,,Bella Italia,,,"55.68081,12.54907",2,,"4,0",134,NaN,NaN,"H.C. Orstedsvej 42, Frederiksberg, København 1879 Danmark",NaN
,,Ismejeriet Tivoli,,,"55.673683,12.568147",1,---,"5,0",1709,NaN,Café,"Tivoli, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a></div>"
,,Kababji Grill,,,"55.67112,12.55994",2,---,"4,0",1690,NaN,Fastfood,"Istedgade 19, København 1650 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a></div>"
,,Nordisk Brodhus,,,"55.67502,12.580593",6,,"4,0",1685,NaN,NaN,"58 B, St, København 2200 Danmark",NaN
,,La Foretta,,,"55.66983,12.5555",6,---,"3,5",1689,NaN,Italiensk,"Istedgade, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a></div>"
35,35,Café Phønix,35,,"55.68246,12.574007",49,--$$-$$$------,"3,5",1683,NaN,Dansk,"Kultorvet 11 Phoenix Café &amp; Restaurant, København 1175 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
,,Tokyo Sushi,,,"55.69098,12.48071",1,------,"5,0",1704,NaN,Kinesisk,"Jyllingevej 77, København 2720 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c11-Copenhagen_Zealand.html"">Kinesisk</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a></div>"
,,LETZ SUSHI ISLANDS BRYGGE,,,"55.66599,12.57656",1,--$$-$$$---------,"5,0",1701,349,Asiatisk,"Snorresgade 1, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c33-Copenhagen_Zealand.html"">Fisk og skaldyr</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
,,Blue Raven,,,"55.65836,12.60844",1,,"5,0",1691,NaN,Bar,"Drogdensgade 22, København 2300 Danmark","<div class=""header_links"">Ølpub, Bar, Pub</div>"
,,Restaurant Kongen,,,"55.67379,12.55408",1,,"5,0",1694,NaN,NaN,"Gammel Kongevej 86A, København 1850 Danmark",NaN
,,Blaaregn,,,"55.68774,12.54702",1,,"5,0",1699,NaN,NaN,"Jesper Brochmands Gade 9, København 2200 Danmark",NaN
,,Vestford Manor,,,"55.69751,12.5471",2,------------,"5,0",1708,NaN,Amerikansk,"Gormsgade 12 6.sal, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c20-Copenhagen_Zealand.html"">Fransk</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
,,Kafe Krone,,,"55.68495,12.59555",7,--$$-$$$,"3,5",1686,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Toldbodgade 55, København 1253 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
,,La Cipa Pizzaria,,,"55.713017,12.568762",2,,"4,5",1698,NaN,NaN,"Vennemindevej 55, København 2100 Danmark",NaN
,,Shawarma Huset,,,"55.68189,12.58416",1,,"5,0",1710,NaN,NaN,"Gothersgade 12, København 1123 Danmark",NaN
,,Pub 53,,,"55.681915,12.506833",1,,"5,0",136,NaN,NaN,"Finsensvej 53, Frederiksberg, København 2000 Danmark",NaN
,,Islands Brygge 21,,,"55.66699,12.57725",12,--$$-$$$,"3,5",1730,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Islands Brygge 21, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
,,Enigma Kantina,,,"55.702297,12.571556",3,,"4,0",1742,NaN,NaN,"Oester Alle 1, København 2100 Danmark",NaN
,,Wok Inside,,,"55.6709,12.54346",1,--$$-$$$---------,"5,0",1727,302,Asiatisk,"Vesterbrogade 115, København 1620 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c11-Copenhagen_Zealand.html"">Kinesisk</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
,,Kosmos K,,,"55.678814,12.567772",1,--$$-$$$---,"5,0",1725,127,International,"Sankt Peders Stræde 43 Kld Tv, København 1453 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c22-Copenhagen_Zealand.html"">International</a></div>"
,,Uden Ben,,,"55.66762,12.54848",1,,"5,0",1732,NaN,NaN,"Istedgade 109, København 1650 Danmark",NaN
,,RaJuize,,,"55.67365,12.55942",1,,"5,0",1728,NaN,NaN,"Sankt Jorgens Alle 4, København 1615 Danmark",NaN
30,35,Tapas G.,30,40,"55.680054,12.575501",95,--$$-$$$------,"3,0",1743,202,Middelhavsområdet,"Kejsergade 2, København 1155 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a>, <a href=""/Restaurants-g189541-c36-Copenhagen_Zealand.html"">Spansk</a></div>"
,,VACA - Trianglen,,,"55.699512,12.576757",1,--$---,"5,0",1713,NaN,Mexicansk,"Trianglen 4, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c29-Copenhagen_Zealand.html"">Mexicansk</a></div>"
,,Den okologiske poles and,,,"55.67502,12.580593",2,,"5,0",1731,NaN,NaN,"Kobamergade, København Danmark",NaN
,,Tomasito - Cozy Coffee,,,"55.70585,12.5782",1,---,"5,0",1717,NaN,Café,"Aarhusgade 4, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a></div>"
,,Sala Thai Mad,,,"55.697067,12.525855",1,--$$-$$$---,"5,0",1739,87,Thai,"Borup Allé 178, København 2400 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c39-Copenhagen_Zealand.html"">Thai</a></div>"
,,Joe &amp; The Juice,,,"55.67247,12.59167",4,,"3,5",1737,NaN,NaN,"Torvegade 45, København 1400 Danmark",NaN
35,40,Fu Wa Restaurant,20,25,"55.68854,12.54197",22,--$$-$$$------,"3,5",1738,NaN,Asiatisk,"Jagtvej 7, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c11-Copenhagen_Zealand.html"">Kinesisk</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
,,Indian Tandoor Restaurant,,,"55.67141,12.54446",1,,"5,0",1734,NaN,NaN,"Vesterbrogade 114, København 1620 Danmark",NaN
,,Emmerys,,,"55.686443,12.534203",3,---,"3,5",137,NaN,Dansk,"Godthåbsvej 28, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-c18-Frederiksberg_Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
,,Vintage Coffee,,,"55.67903,12.512704",1,--$---------,"5,0",139,94,Café,"Sløjfen 2, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g806262-c20-Frederiksberg_Copenhagen_Zealand.html"">Fransk</a>, <a href=""/Restaurants-g806262-c8-Frederiksberg_Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g806262-c18-Frederiksberg_Copenhagen_Zealand.html"">Europæisk</a></div>"
,,Grand Teatret,,,"55.67647,12.570988",1,---,"5,0",1729,NaN,Café,"Mikkel Bryggers Gade 8, København 1460 Danmark","<div class=""header_links"">Bar, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, Pub</div>"
,,Tit Is,,,"55.67056,12.53641",1,,"5,0",140,NaN,NaN,"Vesterbrogade 178, Frederiksberg, København 1800 Danmark",NaN
,,Front bistro &amp; bar,,,"55.681328,12.593356",4,--$$-$$$------,"3,5",1741,349,Europæisk,"Sankt Annæ Plads 21, København 1250 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-c10679-Copenhagen_Zealand.html"">Sund</a>, Skandinavisk</div>"
,,Cafe Lille Peter V.Sild - Per Krog,,,"55.69575,12.54389",1,---,"5,0",1714,NaN,Dansk,"Stefansgade 14, København 2400 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
,,Motley,,,"55.692093,12.567083",7,--$$-$$$------,"3,5",1735,248,Dansk,"Ryesgade 30B, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c20-Copenhagen_Zealand.html"">Fransk</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
,,Ipanema Café,,,"55.67743,12.554381",8,--$$-$$$------,"3,5",138,NaN,Brasiliansk,"Vodroffsvej 24, Frederiksberg, København 1900 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Brasiliansk, <a href=""/Restaurants-g806262-c22-Frederiksberg_Copenhagen_Zealand.html"">International</a>, <a href=""/Restaurants-g806262-c35-Frederiksberg_Copenhagen_Zealand.html"">Sydamerikansk</a></div>"
,,Yokoso Sushi,,,"55.6967,12.58112",1,,"5,0",1719,NaN,NaN,"Classensgade 7, København 2100 Danmark",NaN
,,Limdim,,,"55.666622,12.503759",1,---,"5,0",1724,NaN,Thai,"1 Dronning Dagmars Allé, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c39-Copenhagen_Zealand.html"">Thai</a></div>"
,,Vietnam House,,,"55.69702,12.52595",3,---,"4,0",1721,NaN,Vietnamesisk,"Borups Alle 178, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c41-Copenhagen_Zealand.html"">Vietnamesisk</a></div>"
25,30,Kyoto Restaurant,30,20,"55.667294,12.586422",91,--$$$$---------,"3,0",1733,NaN,Asiatisk,"Amager Boulevard 70, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
,,Boheme Kaffebar,,,"55.66459,12.60459",1,---,"5,0",1718,NaN,Café,"Holmbladsgade 22, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a></div>"
,,Minas Kaffebar,,,"55.69404,12.54959",1,,"5,0",1720,NaN,NaN,"Noerrebrogade 118, København 2200 Danmark",NaN
,,Curry Club,,,"55.671658,12.591551",2,------,"4,0",1736,NaN,Asiatisk,"Dronningensgade 46, København 1420 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c24-Copenhagen_Zealand.html"">Indisk</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
,,Oishi Sushi,,,"55.66518,12.59945",1,,"5,0",1723,NaN,NaN,"Amagerbrogade 28, København 2300 Danmark",NaN
,,Kantina,,,"55.69967,12.57512",2,,"4,0",1756,NaN,NaN,"Øster Alle 1, København 2100 Danmark",NaN
35,35,Café Nöah,40,,"55.65498,12.564678",21,--$$-$$$------,"3,0",1750,NaN,Centraleuropæisk,"Viggo Kampmanns Plads 5, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c22-Copenhagen_Zealand.html"">International</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Centraleuropæisk</div>"
