Name,Main rating,Ranking on list,Price range,Price class,Number of reviews,Location,Distance from Kgs. Nytorv,Service,Type of food,Address,Good price,Food,Atmosphere
Curry Nation,3.5,1412.0,------1647.-121.,--$$-$$$---------,25 anmeldelser,"55.687744,12.559718",1760.0,3.5,Indisk,"Blågårdsgade 2A, København 2200 Danmark",4.0,4.0,
Lygtens Kro,4.0,1413.0,,--$$-$$$,9 anmeldelser,"55.7031,12.53735",3902.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Lygten 29, København 2400 Danmark",,,
Den Fede Kylling,5.0,1397.0,,,4 anmeldelser,"55.67166,12.5466",2532.0,,,"Vesterbrogade 97, København 1620 Danmark",,,
Rio Temakeria,4.5,1399.0,------1654.-154.,--$$-$$$------,12 anmeldelser,"55.679302,12.579912",278.0,4.5,Brasiliansk,"Østergade 52 Illum rooftop, København 1001 Danmark",4.0,4.0,
Haven,5.0,1411.0,,--$$-$$$,4 anmeldelser,"55.666756,12.537939",3251.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Ny Carlsberg Vej 68, København 1799 Danmark",,,
Restaurant IDA Bryggen,5.0,1393.0,,,4 anmeldelser,"55.66702,12.57067",1672.0,,,"Kalvebod Brygge 31-33, København Danmark",,,
Bangkok,4.0,101.0,------16,--$$-$$$---,13 anmeldelser,"55.68332,12.52785",3551.0,3.5,Thai,"Nyelandsvej 39, Frederiksberg, København 2000 Danmark",4.0,4.0,3.5
Zahren Gourmet,5.0,1434.0,------16,---,5 anmeldelser,"55.68532,12.58837",649.0,,Delikatesseforretning,"Store Kongensgade 77, København Danmark",,,
Da Misto,4.0,1431.0,------16,---,9 anmeldelser,"55.66524,12.58127",1649.0,,Italiensk,"Leifsgade 2, København 2300 Danmark",,,
KaffeBroen,5.0,1426.0,,,4 anmeldelser,"55.69508,12.54782",2831.0,,,"Noerrebrogade 161, København 2200 Danmark",,,
Hos Slagteren,4.0,1442.0,"------16,",---,6 anmeldelser,"55.68213,12.57399",683.0,,Dansk,"Kultorvet 5, København Danmark",,,
Nimb Vinotek,4.5,1444.0,------16,---,4 anmeldelser,"55.673576,12.566107",1339.0,,International,"Bernstorffsgade 5, København 1577 Danmark",,,
Classic Pizza Frederiksberg C,4.0,105.0,------1687.-221.,--$$-$$$------,6 anmeldelser,"55.681465,12.533439",3186.0,,Italiensk,"Falkoner Allé 21-23, Frederiksberg, København 2000 Danmark",,,
"Dispensary, Whisk(e)y & Beer",5.0,1438.0,------1634.-1.998.,--$$$$,3 anmeldelser,"55.704254,12.502235",5803.0,,Bar,"Nørrebrogade 184, København 2200 Danmark",,,
Respect by Plant Power Food,4.5,1427.0,"------16,,",---------,3 anmeldelser,"55.70019,12.57839",2277.0,,Café,"Nordre Frihavnsgade 7, København 2100 Danmark",,,
Crepe'tastic,5.0,1425.0,------1627.-47.,--$---,3 anmeldelser,"55.682346,12.574495",662.0,,Fransk,"Kultorvet, København 1175 Danmark",,,
Hansens Ice Cream Copenhagen,4.5,1390.0,------1620.-47.,--$---,15 anmeldelser,"55.6866,12.58947",807.0,,Café,"Store Kongensgade 93, København 1264 Danmark",,,
Mad Synergi,5.0,1436.0,------16,---,5 anmeldelser,"55.67307,12.55",2277.0,,Café,"Værnedamsvej 4A, København Danmark",,,
Joe & the Juice,4.0,1424.0,,,5 anmeldelser,"55.67465,12.56565",1305.0,,,"Vesterbrogade 3, København 1630 Danmark",,,
Royal bagel,4.5,1416.0,------16,---,5 anmeldelser,"55.680077,12.577937",392.0,,Fastfood,"Valkendorfsgade 7a, København 1151 Danmark",,,
Overfor,3.5,103.0,"------16,,,",--$$-$$$------,100 anmeldelser,"55.682266,12.551514",2064.0,3.5,Café,"Rosenoerns Alle 32, Frederiksberg, København 1970 Danmark",3.0,3.5,
Sikhiu Thai Restaurant,4.0,1440.0,------16,--$$-$$$,8 anmeldelser,"55.68304,12.55016",2160.0,4.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","H.C. Orstedsvej 53, København 1879 Danmark",4.0,4.0,
Take'n Eat,4.5,1435.0,,,6 anmeldelser,"55.68867,12.55896",1854.0,,,"Noerrebrogade 30, København 2200 Danmark",,,
Den gyldne Okse,3.5,1422.0,------16101.-134.,--$$-$$$---,40 anmeldelser,"55.68952,12.48936",6038.0,4.0,Dansk,"Dronninglundvej 10 Vanløse, København 2720 Danmark",3.5,3.5,4.0
Islands Brygge Wok,4.5,1439.0,"------16,",------,3 anmeldelser,"55.66394,12.580012",1802.0,,Japansk,"Leifsgade 13, København 2300 Danmark",,,
The Lab Kitchen,5.0,1441.0,"------16,",,3 anmeldelser,"55.70782,12.55186",3700.0,,,"Vermundsgade 40A 1st Floor, København 2100 Danmark",,,
The Reception,5.0,1428.0,------16,---,3 anmeldelser,"56.14588,10.194356",157676.0,,Café,"Dannebrogsgade 8, København 1660 Danmark",,,
San Marzano,4.5,1432.0,"------16,",------,5 anmeldelser,"55.68868,12.56233",1678.0,,Italiensk,"Ravnsborggade 14 B, København 2200 Danmark",,,
Kimchi,4.5,1443.0,------1687.-201.,--$$-$$$---------,4 anmeldelser,"55.671402,12.54444",2668.0,,Asiatisk,"Vesterbrogade 114, København 1620 Danmark",,,
LETZ SUSHI VESTERBRO,3.5,1418.0,------16101.-302.,--$$-$$$---------,21 anmeldelser,"55.67355,12.55008",2255.0,4.0,Fisk og skaldyr,"Vaernedamsvej 8, København 1619 Danmark",3.5,4.5,4.0
Dalle Valle Amager,3.0,1415.0,"------16,",--$---,78 anmeldelser,"55.66285,12.60383",2268.0,4.0,Dansk,"Reberbanegade 3 Amager, København Danmark",4.0,3.5,3.0
MyPoké,3.5,104.0,"------16,",--$$-$$$------,15 anmeldelser,"55.678013,12.534313",3135.0,3.0,Hawaiiansk,"Gammel Kongevej 173, Frederiksberg, København 1850 Danmark",2.5,3.0,
Uganic,4.5,1429.0,------1627.-67.,--$---------,3 anmeldelser,"55.683674,12.56975",994.0,,Afrikansk,"Frederiksborggade 21 TorvehallerneKBH - hal 2., København 1360 Danmark",,,
Le Diamant,3.0,1423.0,------16369.-1.334.,--$$-$$$---------,302 anmeldelser,"55.679066,12.580251",267.0,3.5,Europæisk,"Østergade 59 Storget Copenhagen Denmark, København 1100 Danmark",3.5,3.5,3.5
BobbaBella,3.5,1433.0,------16,--$$-$$$,26 anmeldelser,"55.67465,12.56565",1305.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Vesterbrogade 3 Tivoli Food Hall, København Danmark",4.0,4.0,
Sticks ’n' Sushi,4.5,1437.0,------16,---,4 anmeldelser,"55.66063,12.632699",3726.0,,Japansk,"Amager strandvej 110, København 2300 Danmark",,,
Formaggio Pizza,5.0,1421.0,,,3 anmeldelser,"55.64514,12.51749",5701.0,,,"Hammelstrupvej 4-6, København 2450 Danmark",,,
Quattro Stagioni,4.5,1468.0,"------16,",,7 anmeldelser,"55.68997,12.57345",1299.0,,,"Solvgade 90, København Danmark",,,
Reinh. van Hauen Nordre Frihavnsgade,4.0,1470.0,------1620.-60.,--$------,6 anmeldelser,"55.69983,12.57826",2239.0,,Dansk,"Nordre Frihavnsgade 5, København 2100 Danmark",,,
O's American Breakfast & Barbeque,3.5,1472.0,"------16,",--$$-$$$------,36 anmeldelser,"55.69021,12.57479",1281.0,4.0,Café,"Oester Farimagsgade 27, København 2100 Danmark",3.5,3.5,
Restaurant India Vanlose,4.5,1445.0,------16,---,3 anmeldelser,"55.693886,12.49341",5897.0,,Indisk,"Jyllingevej 2, København 2720 Danmark",,,
Joe & the Juice,4.0,1451.0,"------16,",,5 anmeldelser,"55.675476,12.566014",1245.0,,,"Vesterbrogade 2E, København 1620 Danmark",,,
The Spoon Company,4.5,1446.0,,--$$-$$$,4 anmeldelser,"55.6795,12.59776",852.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Trangravsvej 14, København 1436 Danmark",,,
Paleo Waterfront Shopping,4.5,1473.0,"------16,,",,3 anmeldelser,"55.72609,12.57855",5140.0,,,"Tuborg Havnevej 4-8, København Danmark",,,
Kaffestuen,4.0,1448.0,,,5 anmeldelser,"55.70832,12.57774",3177.0,,,"Oesterbrogade 150, København 2100 Danmark",,,
Musik-conditoriet,4.5,1464.0,"------16,,",------,7 anmeldelser,"55.67033,12.54028",2955.0,,Café,"Vesterbrogade 148e, København Danmark",,,
Kulinaris,4.5,1458.0,------16,---,6 anmeldelser,"55.70187,12.5777",2468.0,,Sund,"Østerbrogade 98, København Danmark",,,
Dilis,4.0,1447.0,,--$,11 anmeldelser,"55.66654,12.53959",3171.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Ny Carlsberg Vej 38, København 1760 Danmark",,,
PancakeQueen,4.0,1463.0,,,5 anmeldelser,"55.68513,12.59439",859.0,,,"Amaliegade 26, København 1256 Danmark",,,
Cafe Noura Antik,4.5,1449.0,------1627.-127.,--$$-$$$---------,3 anmeldelser,"55.689743,12.574204",1253.0,,Europæisk,"Soelvgade 84, St, Th, København 1307 Danmark",,,
Joe & The Juice,4.5,106.0,,,4 anmeldelser,"55.68141,12.531315",3319.0,,,"Falkoner Alle 21, Frederiksberg, København 3520 Danmark",,,
Chela Empanadas Aps,5.0,1462.0,------1647.-87.,--$$-$$$---------,3 anmeldelser,"55.66077,12.61272",2786.0,,Argentinsk,"Moldaugade 4 ST TH, København 2300 Danmark",,,
Lima by Mercedes,4.5,1456.0,------1660.-101.,--$$-$$$---------,3 anmeldelser,"55.69306,12.610051",2178.0,,Fastfood,"Refshalevej 167A, København 1432 Danmark",,,
Restaurant von Plessen,3.5,1467.0,------16,,14 anmeldelser,"55.68289,12.58887",437.0,4.5,,"Bredgade 37, København 1260 Danmark",4.0,5.0,
La Piazza,3.5,1474.0,,,12 anmeldelser,"55.705982,12.575569",2942.0,,,"Østerfælled Torv 35C, København Danmark",,,
KaffeLaden,4.0,1454.0,"------16,",--$---,9 anmeldelser,"55.7031,12.58568",2573.0,,Dansk,"Nordre Frihavnsgade 76, København 2100 Danmark",,,
Cafe Antique,4.5,1469.0,,,4 anmeldelser,"55.68223,12.56178",1427.0,,,"Noerre Soegade 39, København 1370 Danmark",,,
Kod & Bajer,5.0,1466.0,------1627.-40.,--$---,3 anmeldelser,"55.67166,12.5466",2532.0,,Dansk,"Vesterbrogade 97, København 1620 Danmark",,,
Danhostel Copenhagen City,3.5,1471.0,------16,,16 anmeldelser,"55.67105,12.57656",1102.0,,,"H.C. Andersens Boul 50, København 1553 Danmark",,,
Frederiksberg Ismejeri,5.0,108.0,"------16,",---,4 anmeldelser,"55.681686,12.510245",4640.0,,Dansk,"Finsensvej 41, Frederiksberg, København 2000 Danmark",,,
Cafe Månefiskeren,4.0,1457.0,,,7 anmeldelser,"55.673164,12.596792",1095.0,,,"Bådsmandsstræde 43, København 1407 Danmark",,,
Enghave smørrebrød,5.0,1461.0,"------16,",---,3 anmeldelser,"55.666946,12.547689",2709.0,,Dansk,"Enghave Plads 3, København 1670 Danmark",,,
Cock’s & Cows Tivoli,3.5,1452.0,,,10 anmeldelser,"55.67465,12.56565",1305.0,,,"Vesterbrogade 3, København 1630 Danmark",,,
Kaelder 12,4.5,1450.0,"------16,",---,10 anmeldelser,"55.68359,12.58762",456.0,4.0,Dansk,"Dronningens Tvaergade 12 Dk - 1302, København Danmark",4.5,4.5,4.5
Sansab,5.0,107.0,,,3 anmeldelser,"55.68854,12.52539",3807.0,,,"Godthåbsvej 86, Frederiksberg, København 2000 Danmark",,,
Parc Ferme,4.5,1453.0,,,4 anmeldelser,"55.683407,12.582965",389.0,,,"Adelgade 11, København 1304 Danmark",,,
Sandwich Pigen,4.0,1455.0,,,9 anmeldelser,"55.67861,12.57252",747.0,,,"Skindergade 44, København 1159 Danmark",,,
Dong Yuan,3.5,1481.0,------16168.-671.,--$$-$$$------,86 anmeldelser,"55.678406,12.589754",390.0,3.0,Asiatisk,"Holbergsgade 17, København 1057 Danmark",3.5,3.5,3.0
Snack & Blues,5.0,1501.0,------16,---,2 anmeldelser,"55.69095,12.55935",1978.0,,Amerikansk,"Guldbergsgade 7A, København 2200 Danmark",,,
Bello e Buono,4.5,1477.0,------1627.-141.,--$---------,3 anmeldelser,"55.68578,12.55199",2119.0,,Fastfood,"Rantzausgade 10 Indre Nørrebro, København 2200 Danmark",,,
Cravings - Cupcakes & Kager,4.5,1486.0,------1613.-27.,--$---------,4 anmeldelser,"55.69373,12.55472",2398.0,,Café,"Guldbergsgade 57 St. Th, København 2200 Danmark",,,
Cafe 1620,5.0,1475.0,,,4 anmeldelser,"55.67268,12.55351",2088.0,,,"Vesterbrogade 58, København Danmark",,,
Snapstinget,3.5,1479.0,,--$$-$$$,14 anmeldelser,"55.67563,12.58177",507.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Christiansborg Slot 1, København 1218 Danmark",3.5,4.0,
Centrum Smorrebrod,3.5,1483.0,------16,--$,18 anmeldelser,"55.674328,12.562647",1490.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Vesterbrogade 6 C, 1620 Kbh. V, København Danmark",3.0,3.0,
Bacino,3.5,1490.0,"------16,,",------,25 anmeldelser,"55.67797,12.59213",546.0,3.5,Dansk,"Havnegade 44, København 1058 Danmark",3.0,3.5,4.0
Peryton,4.5,1480.0,------1667.-148.,--$$-$$$,3 anmeldelser,"55.684723,12.583607",529.0,,Vinstue,"Dronningens Tvaergade 52, København 1302 Danmark",,,
Hverdagen,4.5,1482.0,"------16,",---,3 anmeldelser,"55.67007,12.560492",1850.0,,Dansk,"Onkel Dannys Plads 9, København 1700 Danmark",,,
Tapas Amor,3.5,1484.0,------16,---,11 anmeldelser,"55.671047,12.546819",2545.0,3.5,Spansk,"Vesterbrogade West Market, København Danmark",4.0,3.5,
LETZ SUSHI NORDHAVN,3.5,1488.0,------16127.-302.,--$$-$$$------,14 anmeldelser,"55.706528,12.595757",3040.0,,Asiatisk,"Bordeauxgade 2, København 2150 Danmark",,,
Café Du Nord,4.5,1404.0,------1674.-194.,--$$-$$$---,4 anmeldelser,"55.672165,12.56196",1642.0,,Dansk,"Colbjørnsensgade 14, København 1652 Danmark",,,
Isværket,5.0,1478.0,"------16,",,4 anmeldelser,"55.69596,12.54473",3046.0,,,"Stefansgade 11, København 2200 Danmark",,,
Tony's Østerbro,3.5,1494.0,,--$$-$$$,9 anmeldelser,"55.70409,12.5772",2717.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Østerbrogade 79, København 2100 Danmark",,,
Samosa House,4.0,1491.0,------16,--$,5 anmeldelser,"55.70205,12.53242",4068.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Frederikssundsvej 35, København 2400 Danmark",,,
Sjus Bar,4.0,1489.0,"------16,,",--$$-$$$,12 anmeldelser,"55.68099,12.579833",295.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Pilestraede 44, København Danmark",3.0,,
Alimentari,4.5,1493.0,"------16,,,,",------------,3 anmeldelser,"55.66637,12.58009",1535.0,,Café,"Njalsgade 19 C, København 2300 Danmark",,,
Juicy Burger,3.5,1496.0,,--$,12 anmeldelser,"55.67641,12.56369",1345.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Axeltorv 9, København 1609 Danmark",,,
Cafe Cheftali,4.0,1500.0,"------16,,",------,4 anmeldelser,"55.656834,12.590699",2606.0,,Café,"Amagerfælledvej 130, København 2300 Danmark",,,
Paloma Vermut Cafe,4.5,1497.0,------1660.-201.,--$$-$$$---,3 anmeldelser,"55.69329,12.55528",2340.0,,Café,"Guldbergsgade 51a, København 2200 Danmark",,,
Cavallino Pizzeria,3.5,1487.0,------16,--$$-$$$---,11 anmeldelser,"55.66985,12.49099",5951.0,4.0,Italiensk,"Valby Langgade 199 Pizzeria, København 2500 Danmark",,4.5,
Aosta Pizza,5.0,1499.0,"------16,",------,2 anmeldelser,"55.69261,12.54127",3035.0,,Italiensk,"Stefansgade 49, København 2200 Danmark",,,
Pompette,5.0,1504.0,------16,,2 anmeldelser,"55.69057,12.55537",2157.0,,Vinstue,"Moellegade 3, København 2200 Danmark",,,
Restaurant Le Basilic.,4.5,1498.0,------16,---,3 anmeldelser,"55.67194,12.556425",1957.0,,Fransk,"Gasværksvej 5, København 1656 V Danmark",,,
Cafe Slusen,5.0,1503.0,"------16,,",------,2 anmeldelser,"55.64265,12.552721",4596.0,,Dansk,"Sluseholmen 34, København 2300 Danmark",,,
Bryghus,4.5,1502.0,,,5 anmeldelser,"55.67502,12.580593",596.0,,,København Danmark,,,
VeVe Bistro,4.5,1485.0,------16,,3 anmeldelser,"55.68909,12.55985",1832.0,,,"Faelledvej 9, København 2200 Danmark",,,
Shamyat Halawiyat,4.5,1476.0,"------16,,",---------,3 anmeldelser,"55.666126,12.597341",1747.0,,Café,"Amager Boulevard 127, København 2300 Danmark",,,
Nordisk Brod,4.0,1492.0,"------16,,",,6 anmeldelser,"55.66644,12.61258",2331.0,,,"Holmbladsgade 79, København 2300 Danmark",,,
Nostos,5.0,110.0,------1647.-54.,--$---,2 anmeldelser,"55.67746,12.5381",2903.0,,Græsk,"Henrik Steffens Vej 2 Kælderen, Frederiksberg, København 1866 Danmark",,,
Borgerkroen,4.5,1505.0,"------16,",,4 anmeldelser,"55.68641,12.58769",748.0,,,"Borgergade 132, København 1300 Danmark",,,
Restaurant TOLV,4.0,1520.0,"------16,",---,5 anmeldelser,"55.66753,12.54624",2753.0,,Dansk,"Enghave Plads 12, København 1670 Danmark",,,
Scamorza,4.5,1528.0,------16,---,4 anmeldelser,"55.70813,12.57705",3162.0,,Italiensk,"Østerbrogade 93, København 2100 Danmark",,,
Aloha,4.5,1518.0,,,3 anmeldelser,"55.6816,12.58427",181.0,,,"Gothersgade 11, København 1123 Danmark",,,
Teppan House ApS,3.5,119.0,------1674.-208.,--$$-$$$---------,41 anmeldelser,"55.68483,12.501046",5240.0,3.0,Asiatisk,"Dirch Passers Alle 25 2 min. fra Flintholm St., Frederiksberg, København 2000 Danmark",4.0,4.0,
Limar,5.0,1515.0,"------16,",------,2 anmeldelser,"55.69693,12.54518",3087.0,,Libanesisk,"Noerrebrogade 180, København 2200 Danmark",,,
LETZ SUSHI AMAGER,5.0,1533.0,------1674.-302.,--$$-$$$---------,2 anmeldelser,"55.656647,12.608958",3024.0,,Fisk og skaldyr,"Amagerbrogade 142, København 2300 Danmark",,,
Juice'It,5.0,1529.0,"------16,",--$------,2 anmeldelser,"55.68131,12.574597",619.0,,Café,"Krystalgade 4, København 1172 Danmark",,,
Riccos Kaffebar,3.5,1519.0,,--$$-$$$,13 anmeldelser,"55.706776,12.586251",2983.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Strandboulevarden 98, København 2100 Danmark",4.0,4.0,
Klai's,4.5,1530.0,------16,---,3 anmeldelser,"55.66673,12.549067",2650.0,,Europæisk,"Dybbølsgade 55 Vesterbro, København Danmark",,,
MyPoké,4.5,1507.0,------16,---,3 anmeldelser,"55.67945,12.580216",256.0,,Hawaiiansk,"Østergade 52 Illum, København 1001 Danmark",,,
LETZ SUSHI FREDERIKSBERG,3.5,112.0,------16838.-2.012.,--$$-$$$---------,18 anmeldelser,"55.68696,12.531045",3421.0,3.5,Asiatisk,"Godthåbsvej 49, Frederiksberg, København 2000 Danmark",3.0,4.0,
Frankies Pizza Nørrebro,3.5,1516.0,------16,--$$-$$$,15 anmeldelser,"55.68789,12.56295",1596.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Sortedam Dossering 5, København 2200 Danmark",,,
Basal,4.5,1510.0,,,3 anmeldelser,"55.66761,12.57896",1414.0,,,"Thorshavnsgade 24, København 2300 Danmark",,,
Hanegal,5.0,1508.0,,,2 anmeldelser,"55.68133,12.57577",549.0,,,"Koebmagergade 52A, København 1150 Danmark",,,
Madore,4.5,1532.0,,,3 anmeldelser,"55.6827,12.56396",1304.0,,,"Nansensgade 35, København 1366 Danmark",,,
Quatru Fontane,4.0,1523.0,,--$$-$$$,5 anmeldelser,"55.69077,12.55974",1947.0,4.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","2200 Koebenhavn N Guldbergsgade 3, København 2200 Danmark",4.5,4.0,
Blagards Kebab,5.0,1517.0,------16,---,4 anmeldelser,"55.69082,12.5612",1879.0,,Pizza,"Blaagaardsgade 31, St., Th, København 2200 Danmark",,,
Cafe World,5.0,1531.0,,,4 anmeldelser,"55.67859,12.59017",405.0,,,"Holbergsgarde 19, København Danmark",,,
OliOli,5.0,1513.0,------1613.-127.,--$$-$$$---------,2 anmeldelser,"55.68512,12.567421",1197.0,,Asiatisk,"Frederiksborggade 31, København 1360 Danmark",,,
Tapa del Toro,5.0,1511.0,------16,---,2 anmeldelser,"55.683968,12.569324",1032.0,,Spansk,"Frederiksborggade 21 Torvehallerne, København 1362 Danmark",,,
Joe & The Juice,4.0,1522.0,"------16,,,",---------,5 anmeldelser,"55.679405,12.583815",68.0,,Europæisk,"Bremerholm 2, København 1069 Danmark",,,
Mattsson Nielsen,5.0,1509.0,------1660.-121.,--$$-$$$---------,2 anmeldelser,"55.66233,12.562412",2391.0,,Delikatesseforretning,"Kalvebod Brygge 59 Fisketorvet, København 1560 Danmark",,,
Café Tænk,3.5,109.0,"------16,,",--$$-$$$------,29 anmeldelser,"55.673153,12.547954",2395.0,3.0,Café,"Frederiksberg Alle 12, Frederiksberg, København 1820 Danmark",3.0,4.0,
Cafe Tilda,5.0,1525.0,"------16,",,2 anmeldelser,"55.69269,12.54136",3034.0,,,"Stefansgade 47, København 2200 Danmark",,,
Café La Tètè,3.5,111.0,,,14 anmeldelser,"55.682194,12.535067",3089.0,,,"Falkoner Alle 38, Frederiksberg, København 2000 Danmark",,,
Rock Bar Royal,3.5,1521.0,"------16,",--$$-$$$,19 anmeldelser,"55.67465,12.56565",1305.0,3.0,Bar,"Vesterbrogade 3, København 1630 Danmark",2.5,3.0,
Grabz,4.5,1524.0,"------16,",--$$-$$$,8 anmeldelser,"55.68132,12.58331",159.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Grønnegade 32, København 1107 Danmark",,,
Cafe Georg,4.0,1527.0,,--$,7 anmeldelser,"55.67465,12.56565",1305.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Vesterbrogade 3, København 1620 Danmark",,,
Tove Smorrebrod,5.0,1560.0,,,2 anmeldelser,"55.70397,12.55719",3159.0,,,"Lersoe Parkalle 15, København 2100 Danmark",,,
Phailin Thai Kitchen,4.0,1542.0,------16,---,8 anmeldelser,"55.67143,12.55839",1876.0,,Thai,"Viktoriagade 11, København 1955 Danmark",,,
Mille's Minis,4.0,1552.0,"------16,",---,5 anmeldelser,"55.64839,12.554072",3988.0,,Dansk,"Teglholmens Østkaj 9, København 2450 Danmark",,,
Pasha Kebab,3.5,1557.0,------16,--$---,21 anmeldelser,"55.66781,12.54464",2825.0,3.5,Mellemøstlig,"Enghavevej 57, København 1674 Danmark",4.0,4.0,
Bindia,3.5,1554.0,------16,--$$-$$$,14 anmeldelser,"55.67691,12.53924",2839.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Gammel Kongevej 141 Frederiksberg, København 1850 Danmark",,,
Café Livingstone,3.0,1550.0,------16101.-302.,--$$-$$$------,85 anmeldelser,"55.696068,12.574765",1884.0,3.0,Café,"Sortedam Dossering 81, København 2100 Danmark",3.0,3.5,
The Grid,5.0,1534.0,------16,--$$-$$$,2 anmeldelser,"55.678726,12.567445",1059.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Pub</div>","Sankt Peders Stræde 45 kl, København 1453 Danmark",,,
Aroii Thai Takeaway,4.0,115.0,------16,---,7 anmeldelser,"55.6804,12.5483",2251.0,,Thai,"Thorvaldsensvej 2, Frederiksberg, København 1871 Danmark",,,
Bageren I Nansensgade,5.0,1540.0,,,2 anmeldelser,"55.68361,12.56546",1242.0,,,"Nansensgade 64, København Danmark",,,
Zorro Pizza,4.0,1539.0,"------16,",------,6 anmeldelser,"55.70894,12.52641",4846.0,,Italiensk,"Birkedommervej 37, København 2400 Danmark",,,
Calories,3.5,1541.0,"------16,",,10 anmeldelser,"55.64685,12.54981",4268.0,,,"Sluseholmen 38, København 2450 Danmark",,,
Sikhui,4.5,113.0,,,4 anmeldelser,"55.68303,12.5502",2158.0,,,"HC Ørstedsvej 53, Frederiksberg, København 2000 Danmark",,,
Østergro,4.0,1558.0,"------16,,",---,5 anmeldelser,"55.711246,12.564261",3694.0,,Dansk,"Æbeløgade 4, København 2100 Danmark",,,
Botanisk Haves Café,4.0,1556.0,------1620.-40.,--$---------,4 anmeldelser,"55.687473,12.573616",1065.0,,Europæisk,"Øster Farimagsgade 2B Københavns Universitet, København 1353 Danmark",,,
Leonard's,5.0,1561.0,,,2 anmeldelser,"55.72833,12.52395",6569.0,,,"Soeborg Hovedgade 7, København 2870 Danmark",,,
D.D. Thai Take Away,4.5,1563.0,,,4 anmeldelser,"55.66713,12.54901",2628.0,,,"Valdemarsgade 46, København 1665 Danmark",,,
La Centrale,4.0,1537.0,,--$,9 anmeldelser,"55.68838,12.55898",1836.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Noerrebrogade 31, København 2200 Danmark",,,
Dinewithus,5.0,1549.0,"------16,",--$$$$---,3 anmeldelser,"55.67545,12.54097",2756.0,,Dansk,"Madvigs Allé 9, København 1829 Danmark",,,
Rbabarrab Ølbar,4.5,1545.0,,,3 anmeldelser,"55.66648,12.55302",2464.0,,,"Sønder Boulevard 53, København 1720 Danmark",,,
Burgerklubben,3.5,116.0,,,7 anmeldelser,"55.67874,12.53181",3287.0,,,"Smallegade 8, Frederiksberg, København 2000 Danmark",,,
Det Grønne Køkken,4.5,1535.0,------16,---,4 anmeldelser,"55.67934,12.533799",3160.0,,Fastfood,"Falkoner Alle 1, Sal Near Frederiksberg Ctnter, København 2000 Danmark",,,
Funder,5.0,1547.0,"------16,",,2 anmeldelser,"55.6752,12.531563",3342.0,,,"Frederiksberg Runddel 3A, København 2000 Danmark",,,
Rohan Indian Restaurant,4.0,1536.0,------16,--$---,6 anmeldelser,"55.66943,12.53976",3023.0,,Indisk,"Vesterfaelledvej 8 Kobenhavn V, København 1750 Danmark",,,
LETZ SUSHI VALBY,5.0,1538.0,------1674.-302.,--$$-$$$---------,2 anmeldelser,"55.6664,12.515385",4571.0,,Fisk og skaldyr,"Valby Langgade 61/63, København 2500 Danmark",,,
Favorit Baklavici,4.0,1559.0,,,6 anmeldelser,"55.70204,12.53387",3996.0,,,"Frederiksborgvej 4, København 2400 Danmark",,,
